customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-03313,Male,0,Yes,No,18,Yes,No,No,No,No internet service,Two year,No,Electronic check,48.48,1155.85,No
CUS-03314,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,57.75,7915.01,No
CUS-03315,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,62.79,3127.83,No
CUS-03316,Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,63.52,2650.08,No
CUS-03317,Female,0,No,Yes,38,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer,56.13,7381.04,No
CUS-03318,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,54.06,5204.99,Yes
CUS-03319,Female,0,Yes,No,9,Yes,Yes,DSL,No internet service,No internet service,One year,No,Electronic check,25.79,1465.24,Yes
CUS-03320,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,57.23,,Yes
CUS-03321,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,117.84,7984.08,No
CUS-03322,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,64.3,7752.13,Yes
CUS-03323,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer,55.39,619.68,No
CUS-03324,Male,0,No,No,35,No,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,94.88,2323.24,Yes
CUS-03325,Female,1,Yes,No,64,Yes,No,DSL,No internet service,Yes,Two year,No,Bank transfer,107.91,1344.26,No
CUS-03326,Male,0,No,No,46,Yes,No phone service,No,No,No,Month-to-month,No,Mailed check,84.9,4599.17,No
CUS-03327,Male,0,No,No,38,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card,54.38,6454.36,No
CUS-03328,Female,0,Yes,No,37,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Bank transfer,58.81,2554.35,No
CUS-03329,Female,0,No,No,43,No,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,60.27,6523.12,No
CUS-03330,Male,0,Yes,Yes,50,Yes,No phone service,No,No internet service,No internet service,Two year,Yes,Bank transfer,28.43,5756.92,No
CUS-03331,Female,1,No,No,25,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer,72.26,6267.6,No
CUS-03332,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,36.73,8155.83,No
CUS-03333,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Electronic check,85.48,3662.02,No
CUS-03334,Male,0,No,Yes,0,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Electronic check,94.58,2957.92,No
CUS-03335,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,77.38,5886.78,No
CUS-03336,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Electronic check,46.13,6948.46,No
CUS-03337,Female,0,No,No,36,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Electronic check,100.86,1660.98,No
CUS-03338,Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer,38.39,7285.23,Yes
CUS-03339,Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,40.08,514.49,No
CUS-03340,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer,31.82,72.87,No
CUS-03341,Female,0,Yes,No,50,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,94.72,1377.62,No
CUS-03342,Female,0,Yes,No,46,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,73.0,8416.92,No
CUS-03343,Female,0,No,No,12,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,29.08,4511.24,No
CUS-03344,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,77.68,417.64,No
CUS-03345,Female,0,Yes,Yes,65,Yes,No phone service,No,No,No internet service,Month-to-month,No,Mailed check,104.69,8575.76,Yes
CUS-03346,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,63.64,6410.83,Yes
CUS-03347,Male,0,No,No,67,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,101.88,7209.76,Yes
CUS-03348,Female,0,No,Yes,58,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Electronic check,112.53,1845.46,Yes
CUS-03349,Male,1,No,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,44.93,922.97,Yes
CUS-03350,Female,1,Yes,Yes,12,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,75.0,4438.46,No
CUS-03351,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Two year,No,Credit card,108.02,6644.81,No
CUS-03352,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Credit card,79.58,5491.43,No
CUS-03353,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,62.0,5433.75,No
CUS-03354,Male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,78.23,6515.4,No
CUS-03355,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,93.44,1966.29,Yes
CUS-03356,Female,0,No,No,21,No,Yes,Fiber optic,No,No internet service,One year,No,Bank transfer,45.74,5695.16,No
CUS-03357,Male,0,Yes,No,7,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,32.44,3383.09,Yes
CUS-03358,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,37.15,616.62,Yes
CUS-03359,Male,1,Yes,No,21,No,No,DSL,No,Yes,One year,No,Electronic check,91.46,1752.79,Yes
CUS-03360,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,29.23,6832.14,No
CUS-03361,Female,0,Yes,No,39,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,50.67,7706.88,No
CUS-03362,Female,1,Yes,Yes,21,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,102.21,2445.18,No
CUS-03363,Female,0,No,No,29,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,107.4,1651.68,No
CUS-03364,Female,1,No,No,61,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,115.77,247.35,No
CUS-03365,Female,0,No,No,44,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,79.44,8151.14,No
CUS-03366,Male,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,42.13,5886.84,Yes
CUS-03367,Female,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,85.19,8231.23,Yes
CUS-03368,Male,0,No,No,4,No,No,No,No internet service,No internet service,One year,No,Mailed check,37.1,7431.55,No
CUS-03369,Male,0,No,No,26,Yes,No,No,No,No internet service,Two year,No,Mailed check,42.3,2939.88,Yes
CUS-03370,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,111.8,985.05,No
CUS-03371,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,18.98,4300.91,Yes
CUS-03372,Female,0,Yes,Yes,31,Yes,No,DSL,No internet service,Yes,One year,No,Mailed check,73.49,248.12,No
CUS-03373,Male,0,No,No,7,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,23.89,1304.58,Yes
CUS-03374,Female,0,No,Yes,17,Yes,No phone service,No,Yes,No internet service,Two year,No,Mailed check,40.5,2021.32,Yes
CUS-03375,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,53.75,5730.58,No
CUS-03376,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,28.96,4393.77,No
CUS-03377,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,21.49,2613.36,No
CUS-03378,Female,1,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Bank transfer,53.91,4864.84,No
CUS-03379,Female,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,69.7,1092.49,No
CUS-03380,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,99.49,6503.49,No
CUS-03381,Female,0,No,No,38,No,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,52.14,6128.69,No
CUS-03382,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,49.41,1876.03,No
CUS-03383,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No,Month-to-month,No,Bank transfer,19.15,5222.05,No
CUS-03384,Male,0,Yes,No,69,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Bank transfer,80.31,4337.34,No
CUS-03385,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card,95.33,539.93,No
CUS-03386,Male,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,18.36,2405.12,Yes
CUS-03387,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,18.57,8595.56,Yes
CUS-03388,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,105.47,872.22,No
CUS-03389,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,46.03,4364.02,Yes
CUS-03390,Female,0,Yes,No,34,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.12,7306.98,No
CUS-03391,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,84.56,2598.19,No
CUS-03392,Female,0,No,No,20,Yes,No phone service,DSL,No,Yes,Two year,No,Credit card,83.11,2255.4,No
CUS-03393,Female,0,No,No,23,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,74.49,7662.79,No
CUS-03394,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,38.26,2634.05,No
CUS-03395,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,94.5,5609.12,No
CUS-03396,Female,0,Yes,No,11,Yes,Yes,No,No,Yes,Two year,No,Electronic check,75.46,6371.37,No
CUS-03397,Male,0,No,No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,50.53,6785.92,No
CUS-03398,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,87.93,8555.03,No
CUS-03399,Female,0,No,Yes,33,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,33.26,6910.99,No
CUS-03400,Female,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,55.05,5656.48,Yes
CUS-03401,Female,1,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,38.01,7702.87,No
CUS-03402,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,54.42,7791.1,Yes
CUS-03403,Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,73.96,8369.71,Yes
CUS-03404,Male,0,No,Yes,64,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,64.33,6681.62,No
CUS-03405,Male,0,No,No,24,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,75.67,1690.87,No
CUS-03406,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,48.6,6109.56,Yes
CUS-03407,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Two year,No,Mailed check,27.09,662.75,Yes
CUS-03408,Female,0,No,No,5,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,29.57,2746.76,No
CUS-03409,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,54.67,1011.86,No
CUS-03410,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,60.39,8170.41,Yes
CUS-03411,Male,0,Yes,Yes,71,Yes,No,No,No,Yes,Two year,Yes,Mailed check,90.81,2925.19,Yes
CUS-03412,Female,1,No,No,47,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.47,6138.82,No
CUS-03413,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,89.72,4921.05,No
CUS-03414,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,79.46,940.66,Yes
CUS-03415,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,46.74,4835.46,No
CUS-03416,Female,0,Yes,No,64,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,116.55,5690.9,No
CUS-03417,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer,44.99,7583.18,Yes
CUS-03418,Female,0,No,No,62,Yes,No phone service,DSL,No internet service,No,One year,No,Bank transfer,71.53,619.47,Yes
CUS-03419,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,102.96,2555.13,No
CUS-03420,Male,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,39.94,5959.67,No
CUS-03421,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,24.85,312.63,No
CUS-03422,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,67.4,1764.9,No
CUS-03423,Male,0,No,No,49,Yes,No,DSL,No,No,One year,No,Mailed check,80.41,1894.63,No
CUS-03424,Male,1,No,No,62,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Electronic check,30.65,5762.16,No
CUS-03425,Female,1,No,Yes,40,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,28.83,2472.11,Yes
CUS-03426,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer,26.27,5163.73,No
CUS-03427,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No internet service,One year,No,Mailed check,84.4,8302.62,No
CUS-03428,Female,0,No,No,3,No,No,DSL,No,No internet service,One year,Yes,Credit card,112.34,6825.61,No
CUS-03429,Female,0,Yes,No,48,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,111.39,2874.97,No
CUS-03430,Male,1,No,Yes,5,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,99.66,4072.14,No
CUS-03431,Female,1,No,Yes,20,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Credit card,55.79,,No
CUS-03432,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,75.7,152.91,No
CUS-03433,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,118.99,2504.34,No
CUS-03434,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer,102.16,3188.26,No
CUS-03435,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,26.75,4861.4,No
CUS-03436,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,18.22,8119.98,No
CUS-03437,Male,0,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,No,Two year,No,Electronic check,56.83,8152.47,No
CUS-03438,Male,1,No,Yes,65,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,20.72,619.58,No
CUS-03439,Male,0,Yes,No,28,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,94.9,5292.89,No
CUS-03440,Male,0,Yes,No,65,Yes,Yes,No,Yes,No,Two year,No,Electronic check,79.48,381.47,No
CUS-03441,Male,0,Yes,No,33,No,No,No,No,Yes,Two year,No,Mailed check,84.89,5579.83,No
CUS-03442,Male,1,Yes,No,26,Yes,No,DSL,No,No,One year,Yes,Credit card,111.31,1028.13,No
CUS-03443,Female,0,No,No,59,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,117.51,8140.03,Yes
CUS-03444,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,50.57,7435.75,Yes
CUS-03445,Female,1,No,No,43,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,32.1,209.63,No
CUS-03446,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,20.67,6730.25,Yes
CUS-03447,Male,0,No,No,18,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,105.97,5475.27,No
CUS-03448,Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No,Two year,Yes,Bank transfer,47.2,4269.26,No
CUS-03449,Female,0,No,No,20,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Credit card,21.41,5189.81,No
CUS-03450,Female,0,Yes,No,22,Yes,No phone service,DSL,No,No internet service,One year,No,Bank transfer,78.3,5838.74,Yes
CUS-03451,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,58.5,7608.41,Yes
CUS-03452,Female,0,No,No,71,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Bank transfer,105.95,6603.46,Yes
CUS-03453,Female,0,No,No,18,No,No,DSL,No,No internet service,Month-to-month,No,Credit card,28.3,4955.89,Yes
CUS-03454,Male,0,No,No,40,No,No,Fiber optic,Yes,No internet service,Two year,No,Credit card,78.12,7094.85,No
CUS-03455,Female,1,No,No,25,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,97.76,8487.77,No
CUS-03456,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,105.47,2594.16,No
CUS-03457,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Bank transfer,25.23,1034.29,Yes
CUS-03458,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No internet service,Yes,One year,No,Electronic check,97.06,6295.29,No
CUS-03459,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Credit card,98.36,8416.31,No
CUS-03460,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,44.45,1019.57,Yes
CUS-03461,Male,0,Yes,Yes,9,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,48.41,3722.91,No
CUS-03462,Female,0,Yes,No,38,Yes,Yes,No,Yes,No,Two year,No,Electronic check,110.98,552.38,No
CUS-03463,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No internet service,One year,No,Mailed check,81.39,6682.2,Yes
CUS-03464,Female,0,Yes,Yes,63,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Mailed check,21.08,8159.82,No
CUS-03465,Female,1,Yes,Yes,18,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,100.63,4300.37,No
CUS-03466,Male,0,No,No,61,Yes,No,DSL,No,No internet service,Two year,Yes,Mailed check,116.05,3532.51,No
CUS-03467,Female,0,No,No,12,No,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,59.48,7808.04,No
CUS-03468,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No internet service,One year,No,Bank transfer,93.97,1162.74,Yes
CUS-03469,Male,0,Yes,Yes,41,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Credit card,91.08,7669.58,No
CUS-03470,Female,0,No,No,38,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,58.58,3383.23,No
CUS-03471,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,One year,Yes,Bank transfer,63.8,4818.83,No
CUS-03472,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,80.71,4551.8,No
CUS-03473,Female,0,No,No,17,Yes,No phone service,No,No,No,Month-to-month,Yes,Mailed check,35.58,5304.33,Yes
CUS-03474,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,69.17,8103.3,Yes
CUS-03475,Male,0,Yes,No,49,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,51.91,8180.57,No
CUS-03476,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No internet service,One year,No,Credit card,26.51,7150.91,Yes
CUS-03477,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,38.25,1661.83,Yes
CUS-03478,Female,1,Yes,No,65,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,68.65,2880.24,No
CUS-03479,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,109.67,4204.51,Yes
CUS-03480,Female,0,Yes,Yes,56,No,No phone service,No,No internet service,Yes,Month-to-month,Yes,Credit card,104.93,7788.67,No
CUS-03481,Male,0,Yes,No,29,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.69,4488.06,Yes
CUS-03482,Male,0,No,No,57,Yes,Yes,DSL,No internet service,No,Two year,Yes,Mailed check,42.69,8406.35,Yes
CUS-03483,Male,0,Yes,No,51,Yes,No phone service,DSL,No internet service,No internet service,Two year,No,Bank transfer,101.51,8461.32,No
CUS-03484,Female,0,No,No,36,Yes,Yes,DSL,No internet service,No,Two year,Yes,Credit card,52.69,5155.05,Yes
CUS-03485,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,115.19,7548.67,No
CUS-03486,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,44.32,8593.33,No
CUS-03487,Male,0,Yes,No,18,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.51,7310.27,No
CUS-03488,Female,0,Yes,Yes,45,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,18.93,5655.61,No
CUS-03489,Female,0,Yes,No,66,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,111.17,7270.94,No
CUS-03490,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Credit card,79.99,727.35,No
CUS-03491,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,49.53,5466.04,No
CUS-03492,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,32.54,1876.19,Yes
CUS-03493,Female,0,No,No,21,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Electronic check,83.22,1014.06,No
CUS-03494,Male,0,No,No,26,No,No phone service,DSL,No,No internet service,Two year,No,Bank transfer,27.69,7680.62,Yes
CUS-03495,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,32.66,5507.43,Yes
CUS-03496,Female,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Credit card,69.12,2108.12,No
CUS-03497,Male,1,No,No,59,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Electronic check,31.35,3337.37,Yes
CUS-03498,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,27.17,8370.66,No
CUS-03499,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,One year,Yes,Credit card,88.08,7417.25,No
CUS-03500,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,64.58,151.72,No
CUS-03501,Male,1,Yes,Yes,25,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,23.02,8426.65,No
CUS-03502,Male,0,No,Yes,70,Yes,No,DSL,Yes,No internet service,Two year,No,Bank transfer,22.85,3180.72,No
CUS-03503,Male,0,No,Yes,16,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,115.01,5986.08,No
CUS-03504,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,23.47,6134.19,Yes
CUS-03505,Female,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,62.89,7842.08,No
CUS-03506,Female,0,Yes,No,63,No,No,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.32,7613.59,No
CUS-03507,Male,0,Yes,No,19,Yes,No phone service,No,No internet service,No,Month-to-month,No,Electronic check,68.8,2435.8,No
CUS-03508,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Credit card,106.92,5540.82,No
CUS-03509,Male,1,No,Yes,57,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,86.28,3396.78,No
CUS-03510,Female,1,No,Yes,15,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,96.61,4528.22,No
CUS-03511,Male,0,Yes,No,50,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Mailed check,61.29,4778.25,No
CUS-03512,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,75.06,3419.42,No
CUS-03513,Female,1,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,24.89,3999.14,Yes
CUS-03514,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,25.28,1805.99,No
CUS-03515,Male,1,No,Yes,59,Yes,No phone service,No,Yes,No,Two year,Yes,Mailed check,105.83,5232.82,No
CUS-03516,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,69.21,6531.39,No
CUS-03517,Male,0,No,No,66,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,29.01,3706.04,Yes
CUS-03518,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,25.57,8408.45,No
CUS-03519,Male,1,Yes,Yes,47,Yes,No phone service,No,Yes,No,One year,No,Credit card,110.87,509.12,Yes
CUS-03520,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer,35.23,5074.18,Yes
CUS-03521,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Credit card,61.59,5026.46,No
CUS-03522,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No internet service,Two year,Yes,Credit card,97.05,329.49,No
CUS-03523,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,105.59,1945.26,No
