Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
478,Suburbs,4,6,1974,Fa,1258.279257532778,1094.9376645871225,4,3,2,,10652.405959322408,WD,172961
479,Suburbs,4,2,1962,Ex,1119.0488888799237,1689.5104193790585,2,1,2,370.0,8632.23197305393,WD,206375
480,Suburbs,3,4,2007,Gd,,2695.493890495782,2,3,2,643.0,11688.723131901912,WD,340033
481,Suburbs,6,7,1973,TA,288.954906245047,3393.3394119267887,3,2,2,483.0,14966.651051240624,WD,431717
482,Historic,2,9,1932,TA,1538.807336130379,2775.604760617366,3,1,2,427.0,10506.390672716128,WD,449035
483,Historic,1,7,1931,Fa,,701.1892028223019,4,4,2,601.0,5195.716892326126,WD,86897
484,Downtown,1,9,1988,Fa,496.58444640188446,1017.0805686301052,2,2,2,,7422.82440575338,WD,170511
485,Suburbs,7,3,1938,TA,192.99441783010047,797.4971690113786,3,2,1,267.0,3112.076385842499,New,91052
486,Suburbs,10,8,2001,Gd,757.9858305386997,2688.4646052064877,4,2,1,316.0,13351.388894075288,WD,328835
487,Downtown,5,2,1934,TA,1061.3755214608068,2641.352264940946,4,2,3,,14873.284641004711,WD,417236
488,Suburbs,5,9,1995,TA,959.0267800074822,2021.6439515883872,4,2,0,0.0,5201.311508212357,WD,269227
489,Suburbs,9,3,1994,Gd,1278.4234137353546,3337.2772914400966,4,2,1,194.0,6768.992619279212,WD,471651
490,Suburbs,7,4,1924,Gd,1510.4103473293944,1556.1683194849825,5,2,2,696.0,6308.675515840765,WD,205262
491,Historic,9,9,1938,TA,1544.1585892020298,1912.5935507399518,3,2,2,531.0,5469.521617840815,WD,327414
492,Suburbs,5,8,1921,Gd,897.5754520777386,1989.82554481413,3,2,1,220.0,3619.233341922778,WD,206996
493,Rural,9,1,1955,TA,941.5440685861461,862.2489977963568,3,3,2,477.0,10555.794012539474,WD,105416
494,Suburbs,6,3,1928,Gd,,984.6899829143657,3,3,1,,4784.922244574409,WD,102696
495,Suburbs,1,6,1991,Gd,834.791678826419,1669.8133776384707,3,3,0,0.0,7994.645521259347,WD,223513
496,Suburbs,8,6,1950,Gd,1809.8390125129204,569.1327994972546,2,2,2,399.0,5658.170114323795,New,143039
497,Historic,8,7,1966,TA,1124.9382142415607,1306.2735736315017,4,2,2,633.0,2876.808251802595,WD,207016
498,Suburbs,7,2,2013,Gd,1203.0225906045443,2672.110179208305,4,2,0,0.0,6134.048622553375,WD,357477
499,Rural,5,1,1975,Fa,1272.1233732144378,1602.9250257444005,4,3,2,556.0,3712.3794836872275,WD,182302
500,Rural,6,8,1933,TA,1485.5758752424003,2724.0224980437524,6,2,1,291.0,8009.851146712608,WD,268830
501,Waterfront,5,9,1978,Gd,908.2045986506837,2339.1831454091243,3,1,2,726.0,9807.821423032037,WD,597260
502,Suburbs,1,8,1942,TA,1204.8386556095552,2154.3970986250692,2,3,2,509.0,9738.80112372151,COD,277290
503,Downtown,2,1,1990,Gd,1235.2533121134147,3009.7223105291314,4,2,1,370.0,8760.939859386766,WD,473846
504,Historic,6,2,1940,TA,376.1334537454097,1645.3542514559258,4,2,2,744.0,9946.49598219527,WD,231470
505,Suburbs,7,9,1991,TA,804.9574624264066,1669.9789205704362,4,2,2,,5187.372738809519,WD,223017
506,Suburbs,1,4,1987,TA,934.2946411432316,1522.3041917260189,2,2,3,551.0,7059.9770529972475,WD,253556
507,Waterfront,10,7,1991,TA,1395.8461602034392,1606.8931109469656,4,2,2,766.0,7061.829733116093,WD,453692
508,Historic,8,8,1994,Gd,2396.6667942236268,400.0,3,2,2,422.0,3633.471166925756,WD,143640
509,Rural,6,5,1943,Gd,825.3004810103484,1493.7727998770379,2,2,0,0.0,5551.012447278558,WD,137462
510,Suburbs,5,9,1928,Gd,808.4178566212338,3305.9338809740575,3,2,2,656.0,4679.074927575635,WD,399831
511,Rural,10,6,2000,Gd,1176.9179711074798,1462.813264632865,3,1,1,201.0,7560.849949102814,New,134236
512,Suburbs,3,7,1937,Gd,309.7511029226773,2278.5133188722016,3,1,1,345.0,9710.01186993099,WD,286747
513,Suburbs,5,1,1940,TA,286.08768938974185,1564.0474605840132,2,2,3,945.0,6722.2303310492325,WD,230216
514,Suburbs,5,6,2014,Gd,945.0437548585736,1132.99580949052,3,2,2,656.0,5120.935222871894,WD,178240
515,Rural,9,4,1928,Gd,783.3377202905783,2170.5151873356604,3,1,1,214.0,8324.156158297732,WD,181732
516,Downtown,9,5,1964,Fa,1446.8532652387194,779.2899310490246,3,1,2,480.0,6717.40913702065,WD,132203
517,Downtown,8,9,2017,TA,850.9128680677758,2926.9611054687502,1,1,2,493.0,5943.8454951292715,WD,477667
518,Downtown,7,5,2000,Ex,,2134.5055919977212,4,2,0,0.0,12697.893869411117,WD,346993
519,Downtown,7,8,1940,TA,592.8443804719641,1477.2693363765836,3,2,2,609.0,11153.336889100028,New,278922
520,Downtown,6,1,2006,TA,,2057.8050784207644,3,3,2,394.0,8432.15987998512,WD,392504
521,Rural,5,3,1963,Gd,708.1364629071065,1369.6005527650786,4,2,2,473.0,6478.528929102157,WD,202373
522,Suburbs,3,2,1955,TA,862.1817342129677,1641.1378630320703,4,2,1,347.0,6664.7094582706,WD,208974
523,Downtown,4,8,2017,Fa,,2515.4578961172047,4,3,0,0.0,5505.3236593118945,WD,426529
524,Downtown,6,1,1993,Gd,767.062312727655,2226.59653017912,4,2,0,0.0,5854.789617500504,WD,318105
525,Suburbs,7,2,2013,TA,1122.1417002470703,2753.3000920503155,4,2,2,422.0,7687.873392943183,WD,392579
526,Rural,2,9,1955,TA,1708.755677432147,2325.0204092804374,2,2,3,947.0,1000.0,WD,232309
527,Historic,3,9,1951,Ex,1220.693059980891,2071.557451249953,2,3,2,560.0,12212.697870912954,WD,294370
528,Suburbs,7,1,1946,TA,1328.5230899281612,846.7342824869767,2,2,2,457.0,9194.695516231692,WD,128721
529,Downtown,10,8,1984,TA,614.3364649322766,1285.7494638035316,3,3,2,450.0,5406.341737291503,WD,197000
530,Rural,7,7,2000,TA,1148.6434843652578,1577.4851266643202,4,2,2,795.0,12312.588994901518,WD,146834
531,Rural,8,4,1963,TA,1547.2694894771448,400.0,1,3,2,389.0,9895.816300838174,WD,50000
532,Suburbs,9,7,1992,TA,,1574.3097541363497,2,1,1,344.0,10319.89580702014,WD,203409
533,Rural,9,1,2001,Gd,998.3340514291209,1851.475719960841,2,2,2,763.0,6966.414352497825,WD,193246
534,Historic,1,3,1941,Gd,1305.4783065424058,2199.8845154960018,3,1,0,0.0,9578.490960506175,WD,272866
535,Downtown,1,2,2013,Fa,1611.9886374547918,690.2201974027962,3,3,3,858.0,2979.3707311848457,WD,145530
536,Suburbs,6,8,1994,TA,1474.7498964498375,1211.6472054077822,5,3,3,1103.0,8943.755993480387,New,215966
537,Downtown,1,9,1961,TA,,1619.1602253381009,2,2,2,366.0,6948.040566828489,WD,280461
538,Rural,9,5,2022,TA,1134.6220516064393,3141.4479686640784,4,2,3,665.0,10863.254856963791,WD,329869
539,Rural,1,5,1998,TA,757.4485350667828,2707.264209224268,4,2,2,674.0,6859.975761648851,WD,243098
540,Downtown,5,5,1983,Gd,871.496896220902,1403.305460071854,4,2,2,586.0,6327.704459279698,WD,228868
541,Downtown,1,1,2019,Gd,478.6482948202629,2344.3871948328315,3,2,2,786.0,11540.334726218163,WD,358327
542,Historic,5,1,1931,TA,893.4470167911874,1045.7162890264772,1,3,2,453.0,11349.44808839177,WD,151757
543,Suburbs,4,8,1972,Ex,659.7290380565337,787.2367542059437,3,1,1,375.0,10345.410262234565,WD,154865
544,Suburbs,6,8,2009,Gd,935.8742327082267,1323.1155363409825,4,2,1,400.0,9332.958704340184,WD,183939
545,Suburbs,8,2,1968,Gd,1197.0313194002792,1774.4278922178569,4,1,2,361.0,10057.42717404466,WD,249959
546,Downtown,9,3,1925,TA,1113.0296265944428,1843.7236359200967,3,3,1,243.0,7268.198896222395,WD,221420
547,Suburbs,5,2,2018,Gd,1354.0736981283005,2874.8214241596834,6,1,1,396.0,5398.448624473529,WD,448083
548,Suburbs,8,8,1985,TA,805.210226147124,795.5264348000663,3,2,2,755.0,8978.14254452045,WD,141050
549,Suburbs,6,9,1983,Gd,324.2352522684928,2667.830410732645,2,2,1,201.0,2823.6849840832756,WD,301853
550,Suburbs,8,9,1942,Gd,1638.6793599032321,3027.0669503056088,4,3,1,237.0,11987.71096568356,WD,440058
551,Suburbs,5,6,1923,Gd,1219.1489555695587,2865.6433460262915,4,1,3,954.0,7710.879081795128,WD,368613
552,Suburbs,8,6,2021,Gd,1237.744582084196,2974.0586090350207,3,2,2,469.0,7512.763457442697,WD,381444
553,Rural,6,9,1962,Gd,1215.7174610495958,1460.81683847464,4,1,3,,5194.940895799758,WD,182863
554,Historic,9,5,1986,TA,1103.126513196434,2469.263471929496,4,2,2,472.0,11929.891031229095,WD,369652
555,Historic,4,4,1992,Gd,1396.6045199224645,2795.977543555681,5,2,2,492.0,10128.87199198687,WD,443911
556,Waterfront,1,5,2002,TA,,2004.9979078735203,3,3,2,510.0,8757.490711844634,WD,533614
557,Rural,1,8,1921,TA,1315.6390018322293,1686.786888756072,4,2,1,296.0,9652.01416551444,WD,202251
558,Suburbs,3,2,1938,TA,1142.426368714974,839.2795362044794,3,2,0,0.0,8329.401629502558,New,102695
559,Suburbs,5,8,1920,Ex,1052.606024048818,3373.150127412083,3,2,1,301.0,10503.520700790934,WD,400104
560,Rural,10,2,1990,Gd,803.8664355869223,1042.3256048960302,3,1,0,0.0,6957.451447681282,WD,76778
561,Downtown,4,1,1993,Gd,1100.3635809081286,2766.40388945445,3,2,2,648.0,8063.999791454424,WD,385497
562,Historic,10,6,1988,Gd,916.7369338389124,1286.4005042256326,2,1,0,0.0,9644.084663559597,WD,202485
563,Downtown,10,5,1926,Gd,1342.4524862360847,2539.2431182939613,3,3,1,323.0,3785.0529625025783,WD,370980
564,Downtown,8,9,1973,TA,815.1108979909625,1227.0623364375524,4,2,1,356.0,4144.868185587662,WD,192994
565,Downtown,8,1,1957,Gd,587.795306783467,1878.9344289105438,3,3,2,558.0,13518.829870148127,WD,315217
566,Downtown,2,6,1929,TA,1225.9857513324323,2201.574527763057,3,2,2,767.0,5398.40168634603,WD,327046
567,Downtown,5,7,1943,Ex,1842.8943675346072,2195.463950025748,3,2,2,630.0,12586.647304190727,WD,360755
568,Downtown,6,9,1925,TA,1102.508486382827,763.5625611921994,4,2,3,,6929.824787460026,New,156458
569,Suburbs,9,6,1958,TA,942.0555712824711,1183.9690081141473,3,3,1,204.0,4703.852415881157,WD,124472
570,Suburbs,2,2,1926,Fa,1715.4073927266513,1433.5175083006773,3,2,3,955.0,11589.542365734575,WD,183498
571,Suburbs,9,7,2013,Gd,1183.8055072386874,2231.0381070224057,4,1,2,373.0,9826.795229594552,WD,337140
572,Downtown,4,8,1967,Ex,940.6608425286773,2574.310147542722,4,3,2,,10166.119695071357,WD,397130
573,Rural,7,5,2010,Gd,1686.3084659487351,1226.4395697221207,4,2,1,334.0,4442.144987250287,WD,126041
574,Suburbs,10,8,1952,Gd,704.9823111846395,1587.8035936015099,2,3,3,986.0,9340.983365624274,WD,261133
575,Suburbs,8,6,1986,TA,866.7043192493495,400.0,3,2,2,578.0,1000.0,WD,87039
576,Suburbs,9,3,1977,Gd,1135.66959871988,1503.1173484191806,4,1,2,649.0,9192.67749557015,New,243254
577,Suburbs,2,6,1958,Gd,2130.235390477671,2522.55399778429,4,2,0,0.0,5318.229336745881,WD,344891
578,Downtown,7,1,1983,TA,629.7492096458423,2080.8208250754365,2,1,0,,12290.944314910077,WD,319576
579,Downtown,5,8,1923,Gd,546.3552239681653,1110.7343267530728,1,1,1,376.0,10808.901385860354,WD,124179
580,Downtown,1,9,1956,TA,1090.5629118546083,1992.2022123498132,4,2,2,752.0,8554.006441546886,WD,343742
581,Waterfront,1,7,1988,Gd,1595.8226725984741,1030.2566488157167,3,2,1,304.0,11239.096687761874,WD,336158
582,Suburbs,8,8,2021,TA,1361.34731950483,1256.6735996058387,4,2,2,515.0,15187.717957771743,WD,193325
583,Waterfront,5,9,1950,TA,730.7679972263826,2842.1352228002806,5,2,2,360.0,7849.162022550142,New,655338
584,Rural,10,8,1959,TA,,1810.293322470467,4,2,2,,9034.103259307387,WD,209977
585,Suburbs,9,4,1964,Gd,737.8759672118892,1749.3023016569612,2,1,1,223.0,4262.9023191308015,WD,202195
586,Suburbs,2,5,2005,Gd,1041.7262113567954,2184.474288172048,4,2,2,726.0,5402.180588638448,WD,271486
587,Downtown,4,2,1960,Gd,1125.4512184980108,2198.145878989319,2,2,2,470.0,5253.4008146588,WD,338168
588,Waterfront,10,1,1991,Fa,903.3071015766192,2054.3748141513033,3,2,3,752.0,8157.726302765582,WD,422248
589,Suburbs,6,8,1951,TA,893.3708371869428,2417.0265055632763,4,3,2,451.0,9128.815634409475,WD,254464
590,Historic,6,7,1999,Ex,890.197253167965,400.0,2,3,2,701.0,5969.731682130394,WD,69583
591,Historic,6,8,1933,TA,1241.907662785368,1993.6876695707804,2,2,1,276.0,8855.380130210942,WD,266974
592,Downtown,5,9,1967,Gd,1139.4754692807887,2511.4628040135813,4,3,2,783.0,10998.192797077063,WD,459106
593,Downtown,7,8,1964,TA,1248.9359625337797,2075.913137830634,6,2,2,716.0,8542.000136781891,WD,330675
594,Downtown,7,5,2019,TA,1136.8614238240125,930.0669758707503,4,3,2,609.0,11274.891859179595,COD,194756
595,Suburbs,5,7,1989,TA,252.08056234250103,1980.1919507057214,4,2,3,1057.0,2739.5004951564897,WD,312069
596,Waterfront,10,5,1934,TA,1004.2940281403144,2131.7071518615066,3,2,2,731.0,3257.8260670547324,WD,378394
597,Waterfront,3,1,1930,TA,732.0450518325019,1642.3066324313945,3,2,2,764.0,9904.979098336273,WD,343322
598,Suburbs,9,3,2009,Gd,1632.7248844990763,2470.99637123734,1,1,0,0.0,8738.648762188652,WD,293140
599,Historic,7,1,2004,Gd,541.2546415885575,1233.1162610653112,3,2,2,713.0,8243.75554467997,WD,161140
600,Historic,2,9,1936,Fa,235.13977651155574,1699.7244926817762,4,2,0,0.0,8348.642246992638,WD,212589
601,Rural,3,4,1946,Ex,1316.1635390584568,2609.6538512760585,4,2,2,763.0,4601.6514494561425,WD,233815
602,Suburbs,9,1,1950,Fa,1098.2965457100158,1456.4632348532045,3,2,2,443.0,2883.687942571598,WD,209233
603,Rural,4,1,1997,Gd,1055.2909777325515,1513.9526342869533,5,2,1,218.0,10795.174838009081,COD,166464
604,Rural,5,1,1952,TA,1161.9767622355407,1124.872995011076,3,1,3,866.0,11294.01808465893,WD,129855
605,Suburbs,1,7,1921,Gd,963.2554820944923,1395.8359184856756,4,2,1,369.0,5949.812706967663,WD,176821
606,Waterfront,4,9,1942,Fa,815.7603587082984,1532.7308165144645,3,2,2,399.0,1652.6813594338446,WD,313697
607,Waterfront,9,5,1981,TA,1066.75577472484,1754.8350839768443,2,2,2,386.0,7590.910131740336,WD,385650
608,Rural,9,6,2021,Gd,575.5829046875031,2121.8841170028727,4,3,1,348.0,5968.273434051467,WD,228201
609,Downtown,2,3,1973,TA,1592.9794027176138,2729.9142448536004,5,2,2,729.0,10493.020741303926,WD,429929
610,Suburbs,2,1,1956,Gd,739.0963495783956,1872.3398064157777,4,1,2,561.0,5128.852018841946,WD,273902
611,Suburbs,9,5,2009,TA,513.8395111921857,2306.003188002804,3,2,2,645.0,10143.029784220838,WD,283467
612,Historic,2,8,1921,Gd,1155.0374640727657,1631.9112206004638,4,2,2,417.0,8320.539476258757,COD,254014
613,Suburbs,6,3,1955,Fa,669.3476599647471,1817.0209268275266,4,3,2,622.0,11912.690792408239,WD,287702
614,Suburbs,5,6,2010,Ex,1477.8985526438364,1468.953079876399,1,2,2,365.0,9675.438634274371,WD,206363
615,Suburbs,2,5,1932,Fa,202.13845853566295,1584.8725279032183,5,2,1,246.0,6824.899539820061,WD,177942
616,Suburbs,7,3,1923,Gd,340.0063301449387,1795.0517799532406,3,2,1,185.0,9121.343835886666,WD,212099
617,Downtown,9,3,2007,Gd,851.1519157294932,1695.03741377624,2,3,3,719.0,8028.4516642006265,COD,297598
618,Historic,2,9,2007,Ex,1052.1351421147208,1584.0144150518572,2,1,3,555.0,3428.4680165564814,WD,207312
619,Rural,2,3,1930,Gd,704.2717285731738,839.3486919429988,3,2,1,387.0,9836.286108096703,WD,90925
620,Suburbs,5,9,1959,Gd,893.5468913690557,2044.724245361327,1,2,1,374.0,7862.5690348562985,WD,274932
621,Suburbs,7,4,1936,TA,1691.7137359392145,1598.5365587069773,3,2,1,225.0,1613.5715129496557,WD,229113
622,Historic,1,6,1958,TA,719.5667611712463,1625.1683394913375,2,3,1,382.0,3677.992220830165,WD,188716
623,Downtown,4,9,2006,TA,355.9933131827288,1879.5411984802188,3,3,2,754.0,6309.094433538812,WD,337302
624,Suburbs,9,2,1958,Fa,906.7380470800949,2325.984746005358,1,2,0,0.0,10628.520663996433,New,311541
625,Suburbs,1,7,2019,TA,547.0423402540214,1151.052835677166,4,2,1,328.0,6089.029523574633,WD,165173
626,Rural,7,1,2019,TA,1229.8977152797659,1646.6679577723196,3,3,2,442.0,10245.227891626822,WD,199318
627,Suburbs,5,7,1988,TA,1198.7911989518072,400.0,2,3,1,330.0,10374.782772821187,WD,50000
628,Downtown,3,5,1949,Gd,946.6084171056384,2134.0208485349053,4,3,2,388.0,7455.196957498943,WD,372665
629,Suburbs,5,6,1990,Ex,1151.1468584816232,2858.5596427446126,4,3,2,738.0,10293.333121286398,WD,364266
630,Rural,5,9,1981,TA,572.2409070679948,2425.2674161713303,2,1,1,362.0,7855.408802871286,WD,231894
631,Downtown,3,3,1983,Gd,1377.7900481504166,1082.8583439657862,1,1,2,436.0,5767.730409404006,WD,204788
632,Downtown,9,7,1965,Gd,773.0968061548955,1464.1241296361006,2,2,1,277.0,7339.819658012408,New,236480
633,Rural,10,4,1974,TA,1671.5650163501077,1904.7779947264835,2,3,2,472.0,5662.782977770688,WD,189987
634,Rural,2,1,1980,Fa,870.783412455823,400.0,4,2,0,0.0,10440.655160394279,WD,55542
635,Downtown,1,6,1921,TA,819.8142929795371,1437.2264167323553,2,3,2,366.0,9421.7676464296,WD,232649
636,Historic,8,4,1983,TA,921.3628460673983,1773.7869679084845,3,1,2,493.0,12639.24896413003,WD,252288
637,Suburbs,3,1,1949,Gd,1234.2004000582317,1380.8713428955873,3,2,0,0.0,7814.635325789135,WD,121030
638,Suburbs,2,5,1961,TA,1578.4612056304059,2586.3873039557943,2,2,3,1126.0,9186.783618088028,WD,311993
639,Waterfront,10,1,2012,Gd,1143.0130184985505,1131.9899396422934,3,2,0,0.0,8921.343279852552,WD,246077
640,Downtown,1,1,1965,TA,1854.7154775128054,1317.3050175080741,3,2,2,487.0,9625.49144110354,WD,274170
641,Suburbs,7,5,1998,Gd,671.24831501617,3018.531956800406,3,2,1,248.0,9343.000630085466,WD,349422
642,Historic,7,4,1930,Gd,918.2451794788034,2933.6665120660655,5,3,3,1006.0,5754.850966836633,WD,405068
643,Suburbs,4,6,1990,Gd,556.7837955548396,3092.469534319775,3,2,3,,8424.947694748682,WD,463760
644,Rural,5,3,1938,TA,798.4253633528906,1282.545035038173,4,2,1,362.0,8122.332316645881,WD,129871
645,Suburbs,10,4,2013,TA,735.9377085022054,1649.5455419490731,3,1,1,259.0,14651.138536600429,WD,208955
646,Suburbs,1,3,1976,Gd,413.252330979145,629.8793086766257,3,1,2,390.0,2853.732370667074,WD,105910
647,Waterfront,3,2,1983,TA,1374.0846418167516,1294.5822577082154,5,2,1,207.0,10384.185855246205,WD,288471
648,Historic,1,4,1957,TA,1236.6229390280819,2180.0155772154058,4,1,0,0.0,12623.422484218161,WD,290280
649,Suburbs,9,2,1926,Gd,840.0623779537589,1520.7040440302258,3,1,2,699.0,5277.9200487055405,WD,207834
650,Downtown,10,1,1955,Ex,1128.4063315061123,2662.343760255314,5,2,1,267.0,14516.373848992936,COD,414892
651,Suburbs,1,5,1933,Ex,834.6620667158684,1837.322422208427,1,2,1,399.0,8575.40126533264,COD,227007
652,Suburbs,7,6,2007,Ex,910.3150493505394,1766.0798937099592,1,2,2,456.0,7439.715989478963,WD,219500
653,Suburbs,5,5,1988,Ex,1202.3316727589545,1182.4052353093368,2,3,1,223.0,8353.592795299171,WD,174328
654,Suburbs,4,4,1994,TA,,2330.6948968421016,3,2,1,296.0,8638.424851465577,WD,299616
655,Suburbs,4,6,1958,TA,1006.7803929429369,1144.1655464904743,3,2,2,604.0,8805.6856778176,WD,203634
656,Historic,4,1,1946,Fa,235.24896181059466,2114.949260839045,2,3,2,544.0,4536.328570874,WD,326848
657,Downtown,9,2,1945,Gd,1328.340176395147,1830.1752300311537,4,1,2,614.0,9434.135646350585,WD,326309
658,Suburbs,6,7,1999,TA,1521.356014572013,2095.4772328140216,3,2,3,1130.0,2891.3723290716907,WD,305424
659,Historic,10,6,1992,Gd,1410.5188991822165,2815.754228533237,5,2,1,,6796.1644138361335,WD,405155
660,Suburbs,10,2,1991,TA,786.615604433073,2707.7880077441905,6,1,2,798.0,7020.71297823669,WD,367686
661,Suburbs,6,5,1950,Gd,1390.7801152140623,1798.0158929040947,4,1,3,1166.0,8224.697241244105,WD,244139
662,Downtown,1,6,1933,Gd,1172.9420982525749,2090.4334046750246,2,1,1,335.0,7824.20414134512,WD,322219
663,Suburbs,7,7,1979,Gd,653.8715667629829,2686.8028873582425,3,2,2,670.0,8859.913765876638,WD,349900
664,Suburbs,8,8,1927,TA,879.1013035303043,1121.1306748481584,4,3,1,340.0,4035.810031943725,WD,173191
665,Rural,2,5,1957,Gd,960.0196197806239,2229.80885683241,5,2,2,739.0,8125.096167383467,New,236235
666,Suburbs,4,2,1962,Gd,67.52760245411605,2496.792739241826,3,2,3,1088.0,5351.5234399102565,WD,328363
667,Downtown,5,1,2012,TA,1077.8301458549042,2399.923664771305,1,1,3,1015.0,8963.837256595269,WD,390943
668,Downtown,7,6,1951,TA,550.7185213063676,2559.0526063669786,3,1,2,719.0,13294.984426118845,WD,399236
669,Historic,3,6,2003,Gd,577.685067439608,2111.8938311424527,3,2,2,549.0,8350.487337547313,WD,320891
670,Suburbs,8,7,1964,TA,1062.410484979591,1472.4296947195933,2,2,1,290.0,12730.36937262316,WD,157605
671,Downtown,2,1,2005,Ex,862.1911634152445,839.3912589620033,4,1,2,754.0,8799.755091700987,WD,174057
672,Suburbs,9,7,2005,Fa,600.0285916340432,2912.790920133999,3,3,2,400.0,6067.573664878397,WD,394181
673,Waterfront,5,4,1978,Gd,1060.8065319867067,2453.48462018438,3,2,0,0.0,8709.712992013194,WD,462874
674,Suburbs,4,2,1920,Fa,,2107.389011274161,3,2,3,983.0,1870.973254907928,WD,282703
675,Historic,5,9,1952,Ex,655.580176498519,1522.0039416506243,1,2,2,425.0,8766.204261795838,WD,220621
676,Suburbs,10,8,2020,TA,1470.6009359773375,2405.958741663503,4,2,2,544.0,11826.917633106115,New,357858
677,Historic,4,3,1950,Gd,1064.0742657847668,1601.5373700857645,4,2,2,,5017.301888618887,WD,249346
678,Suburbs,6,1,2022,Fa,1132.2221614950483,1526.0945689251132,3,2,3,1018.0,11270.906913803017,WD,221411
679,Historic,10,5,1998,Gd,1627.0088777118517,2064.427531510175,2,2,2,664.0,5300.823662955809,New,283354
680,Waterfront,5,8,1925,Ex,906.961955350481,3511.7948580370858,3,1,2,429.0,7598.763584476973,WD,744184
681,Historic,4,2,1952,Ex,746.3896026733551,448.5260441998312,4,3,2,702.0,4834.9030861614665,WD,112949
682,Waterfront,5,8,1989,TA,752.6114356953215,1760.6628170640872,3,2,3,627.0,8048.625295221164,WD,377473
683,Rural,2,9,1994,Ex,1740.2367775812172,1648.7902661533094,4,2,2,792.0,16942.336246101495,WD,174767
684,Waterfront,10,6,1966,TA,961.880856601974,1477.600930537552,4,2,2,428.0,6259.2244039997995,WD,400513
685,Suburbs,2,8,2005,Gd,627.7647974082543,2466.68914024351,1,1,2,621.0,7535.591320673475,WD,301666
686,Suburbs,9,9,1937,Gd,1053.3485689094439,2848.754816060218,3,2,1,351.0,8072.788575211558,WD,429725
687,Suburbs,5,8,1993,Fa,751.132174806542,2441.1377831978825,6,1,2,363.0,7598.742608237558,New,368669
688,Suburbs,8,5,1982,TA,835.9941289131723,1273.3222357262762,1,2,2,677.0,11433.192601352435,WD,179915
689,Suburbs,9,8,2011,Gd,1651.6087269595323,2253.5730938745737,4,2,2,459.0,6139.203319722791,WD,346316
690,Rural,1,9,1961,Gd,1050.4916884305812,2253.947707195712,2,2,2,440.0,8990.598840474386,WD,207968
691,Suburbs,3,3,2009,Gd,488.391821767221,1613.7033091384683,4,3,1,196.0,6844.279582407739,WD,259973
692,Rural,10,7,2001,TA,823.858227853879,1813.0937463565695,5,1,2,444.0,12830.353199061654,WD,220021
693,Suburbs,10,9,1927,TA,,2824.525518030389,4,2,1,,8779.042278969659,WD,364643
694,Suburbs,8,2,1925,TA,696.5204918756568,443.6679895898128,2,2,2,,8440.6355575351,WD,76141
695,Rural,2,6,2009,Gd,1401.0777527043144,3062.976530199887,3,2,2,610.0,10174.550761885246,WD,344429
696,Suburbs,10,7,1966,TA,,1394.308441702029,1,2,2,626.0,12370.928777521862,WD,210514
697,Suburbs,8,9,1950,Gd,,1729.0109874031546,3,3,1,266.0,11073.232496109958,WD,205439
698,Downtown,10,7,2016,TA,0.0,1755.4375129199364,3,2,2,377.0,10643.298360387533,WD,290874
699,Suburbs,1,6,2012,TA,822.6445427897963,1429.7138953255858,4,2,2,682.0,11785.233662692412,New,248524
700,Waterfront,6,6,2002,TA,1045.156026543561,1273.110215672791,3,2,0,0.0,8022.593787887325,WD,275943
701,Suburbs,6,8,1946,Gd,1024.305077040763,1859.5839992995577,5,1,2,676.0,14200.657162612599,WD,270049
702,Suburbs,9,9,1978,Gd,1225.2516700948051,659.6319149315693,4,3,2,727.0,10548.854935489784,WD,116661
703,Waterfront,5,9,2001,Fa,890.1667153084876,1606.1269437954795,3,2,2,458.0,9722.485053974193,WD,358488
704,Suburbs,8,6,1923,Gd,1501.2509486793183,2338.00022288474,3,1,2,701.0,7708.9522742418685,WD,313215
705,Suburbs,10,1,2006,Gd,508.1227054774519,1808.0780129972154,4,1,1,381.0,3538.291022313314,WD,259918
706,Waterfront,7,4,1927,TA,904.8258087220049,1548.3176299306892,3,2,1,303.0,8234.466973078834,WD,260563
707,Downtown,7,8,1943,TA,554.2471599375681,1999.2486172333977,3,1,2,548.0,5427.456696460857,WD,299442
708,Historic,1,4,1924,Gd,801.9996829607204,2726.804743429691,2,2,1,301.0,6674.376602891708,WD,386900
709,Downtown,8,5,1967,Gd,897.16386080997,2566.19421557173,2,2,3,1072.0,8400.878387043927,WD,402561
710,Suburbs,6,3,1994,TA,1247.4122720032244,765.0249605061681,3,2,3,947.0,12072.96368682764,WD,140307
711,Waterfront,2,2,1933,Fa,594.6592265195713,2397.077985060999,2,2,1,304.0,7650.898150368434,WD,511797
712,Downtown,3,3,1930,TA,888.6628450587006,1890.1624276837783,3,3,1,269.0,5081.194078003671,WD,292717
713,Downtown,7,6,1996,Gd,1008.3700036905524,1190.226082313537,4,3,2,371.0,3696.2977706422835,New,229513
714,Downtown,9,8,1941,TA,1057.6668575919273,1667.252110191017,3,2,2,425.0,4784.921220267278,COD,222520
715,Rural,5,4,1933,TA,555.5081460809832,1701.6249996474603,4,3,2,585.0,14451.994471404345,WD,183666
716,Waterfront,2,4,1939,TA,,1308.5900181751097,4,4,1,322.0,6309.759750179017,WD,241326
